dteday,season,yr,mnth,hr,holiday,weekday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
04-02-2011,1,0,2,0,False,5,2,0.2,0.2576,0.44,0.0,3,10,13
04-02-2011,1,0,2,1,False,5,2,0.16,0.2273,0.59,0.0,0,7,7
04-02-2011,1,0,2,2,False,5,2,0.14,0.1667,0.63,0.1045,0,1,1
04-02-2011,1,0,2,3,False,5,2,0.14,0.1667,0.63,0.1045,0,1,1
04-02-2011,1,0,2,5,False,5,2,0.14,0.1515,0.63,0.1343,0,7,7
04-02-2011,1,0,2,6,False,5,2,0.16,0.2273,0.55,0.0,2,26,28
04-02-2011,1,0,2,7,False,5,1,0.14,0.2121,0.59,0.0,0,87,87
04-02-2011,1,0,2,8,False,5,1,0.14,0.1515,0.74,0.1343,3,217,220
04-02-2011,1,0,2,9,False,5,2,0.16,0.1818,0.8,0.1343,3,124,127
04-02-2011,1,0,2,10,False,5,2,0.2,0.2121,0.51,0.1343,5,46,51
04-02-2011,1,0,2,11,False,5,1,0.22,0.2273,0.51,0.1642,3,61,64
04-02-2011,1,0,2,12,False,5,2,0.24,0.2424,0.48,0.1642,8,78,86
04-02-2011,1,0,2,13,False,5,2,0.26,0.2576,0.5,0.2239,9,73,82
04-02-2011,1,0,2,14,False,5,2,0.28,0.2727,0.45,0.1642,15,76,91
04-02-2011,1,0,2,15,False,5,2,0.28,0.2727,0.48,0.2537,9,81,90
04-02-2011,1,0,2,16,False,5,2,0.3,0.2879,0.42,0.2239,8,91,99
04-02-2011,1,0,2,17,False,5,2,0.26,0.2727,0.56,0.1343,10,195,205
04-02-2011,1,0,2,18,False,5,2,0.24,0.2576,0.6,0.1045,3,152,155
04-02-2011,1,0,2,19,False,5,2,0.24,0.2424,0.65,0.1343,1,102,103
04-02-2011,1,0,2,20,False,5,2,0.24,0.2424,0.65,0.1642,2,69,71
04-02-2011,1,0,2,21,False,5,2,0.24,0.2424,0.7,0.1642,2,41,43
04-02-2011,1,0,2,22,False,5,2,0.24,0.2424,0.65,0.1642,1,45,46
04-02-2011,1,0,2,23,False,5,2,0.24,0.2424,0.7,0.1343,1,30,31
05-02-2011,1,0,2,0,False,6,2,0.24,0.2424,0.7,0.1642,3,36,39
05-02-2011,1,0,2,1,False,6,2,0.24,0.2424,0.65,0.1642,1,17,18
05-02-2011,1,0,2,2,False,6,2,0.24,0.2424,0.75,0.1642,5,12,17
05-02-2011,1,0,2,3,False,6,2,0.24,0.2424,0.75,0.1642,1,10,11
05-02-2011,1,0,2,4,False,6,3,0.22,0.2273,0.93,0.1343,0,8,8
05-02-2011,1,0,2,5,False,6,3,0.2,0.2273,1.0,0.0896,0,9,9
05-02-2011,1,0,2,6,False,6,3,0.2,0.2576,1.0,0.0,0,4,4
05-02-2011,1,0,2,7,False,6,3,0.22,0.2576,0.93,0.0896,0,4,4
05-02-2011,1,0,2,8,False,6,3,0.2,0.2273,1.0,0.0896,0,10,10
05-02-2011,1,0,2,9,False,6,3,0.2,0.2273,1.0,0.0896,3,17,20
05-02-2011,1,0,2,10,False,6,3,0.2,0.2121,1.0,0.1343,3,31,34
05-02-2011,1,0,2,11,False,6,3,0.22,0.2273,1.0,0.1343,1,46,47
05-02-2011,1,0,2,12,False,6,3,0.22,0.2273,1.0,0.1642,10,42,52
05-02-2011,1,0,2,13,False,6,3,0.22,0.2273,1.0,0.1642,10,62,72
05-02-2011,1,0,2,14,False,6,3,0.22,0.2727,1.0,0.0,5,50,55
05-02-2011,1,0,2,15,False,6,3,0.22,0.2727,1.0,0.0,11,49,60
05-02-2011,1,0,2,16,False,6,3,0.22,0.2273,1.0,0.1343,8,63,71
05-02-2011,1,0,2,17,False,6,2,0.24,0.2121,1.0,0.2836,14,64,78
05-02-2011,1,0,2,18,False,6,2,0.28,0.2424,0.93,0.4478,2,81,83
05-02-2011,1,0,2,19,False,6,2,0.28,0.2424,0.93,0.4478,6,78,84
05-02-2011,1,0,2,20,False,6,1,0.3,0.2879,0.87,0.2537,5,64,69
05-02-2011,1,0,2,21,False,6,1,0.26,0.2576,1.0,0.194,3,53,56
05-02-2011,1,0,2,22,False,6,1,0.26,0.2727,0.93,0.1343,2,43,45
05-02-2011,1,0,2,23,False,6,1,0.26,0.2576,0.93,0.2239,7,52,59
06-02-2011,1,0,2,0,False,0,1,0.26,0.2576,0.7,0.194,2,37,39
06-02-2011,1,0,2,1,False,0,1,0.26,0.2273,0.65,0.4179,4,40,44
06-02-2011,1,0,2,2,False,0,1,0.26,0.2273,0.6,0.3284,0,20,20
06-02-2011,1,0,2,3,False,0,1,0.26,0.2879,0.6,0.0896,3,10,13
06-02-2011,1,0,2,4,False,0,1,0.26,0.2273,0.6,0.3582,0,2,2
06-02-2011,1,0,2,5,False,0,1,0.26,0.2576,0.6,0.2239,0,1,1
06-02-2011,1,0,2,6,False,0,1,0.26,0.2576,0.6,0.2239,0,1,1
06-02-2011,1,0,2,7,False,0,1,0.24,0.2424,0.65,0.1642,0,8,8
06-02-2011,1,0,2,8,False,0,1,0.24,0.2576,0.65,0.1045,2,21,23
06-02-2011,1,0,2,9,False,0,1,0.28,0.2879,0.56,0.1045,7,38,45
06-02-2011,1,0,2,10,False,0,1,0.3,0.2879,0.52,0.2537,15,74,89
06-02-2011,1,0,2,11,False,0,1,0.32,0.303,0.49,0.2537,28,89,117
06-02-2011,1,0,2,12,False,0,1,0.34,0.3333,0.46,0.0,48,126,174
06-02-2011,1,0,2,13,False,0,1,0.34,0.3636,0.46,0.0,47,135,182
06-02-2011,1,0,2,14,False,0,1,0.34,0.3485,0.46,0.0896,47,114,161
06-02-2011,1,0,2,15,False,0,1,0.34,0.3485,0.46,0.0896,52,130,182
06-02-2011,1,0,2,16,False,0,1,0.34,0.3485,0.49,0.1045,42,115,157
06-02-2011,1,0,2,17,False,0,1,0.34,0.3636,0.46,0.0,24,97,121
06-02-2011,1,0,2,18,False,0,1,0.3,0.303,0.56,0.1642,13,65,78
06-02-2011,1,0,2,19,False,0,1,0.28,0.2879,0.61,0.1343,1,20,21
06-02-2011,1,0,2,20,False,0,1,0.28,0.2879,0.61,0.1045,5,21,26
06-02-2011,1,0,2,21,False,0,1,0.26,0.303,0.6,0.0,5,22,27
06-02-2011,1,0,2,22,False,0,1,0.26,0.303,0.6,0.0,5,57,62
06-02-2011,1,0,2,23,False,0,1,0.24,0.2879,0.65,0.0,4,26,30
07-02-2011,1,0,2,0,False,1,1,0.24,0.2879,0.65,0.0,1,14,15
07-02-2011,1,0,2,1,False,1,1,0.22,0.2727,0.75,0.0,1,4,5
07-02-2011,1,0,2,2,False,1,1,0.2,0.2576,0.8,0.0,0,3,3
07-02-2011,1,0,2,3,False,1,1,0.2,0.2576,0.86,0.0,0,1,1
07-02-2011,1,0,2,4,False,1,1,0.2,0.2576,0.86,0.0,1,1,2
07-02-2011,1,0,2,5,False,1,1,0.2,0.2576,0.86,0.0,1,9,10
07-02-2011,1,0,2,6,False,1,1,0.18,0.2424,0.93,0.0,1,29,30
07-02-2011,1,0,2,7,False,1,1,0.18,0.2424,0.86,0.0,6,89,95
07-02-2011,1,0,2,8,False,1,2,0.16,0.2273,1.0,0.0,7,223,230
07-02-2011,1,0,2,9,False,1,1,0.22,0.2727,0.8,0.0,3,115,118
07-02-2011,1,0,2,10,False,1,1,0.24,0.2576,0.75,0.1045,6,49,55
07-02-2011,1,0,2,11,False,1,1,0.3,0.3182,0.65,0.0896,11,36,47
07-02-2011,1,0,2,12,False,1,2,0.32,0.3485,0.62,0.0,7,59,66
07-02-2011,1,0,2,13,False,1,2,0.36,0.3636,0.57,0.0896,10,54,64
07-02-2011,1,0,2,14,False,1,2,0.36,0.3636,0.57,0.0896,8,52,60
07-02-2011,1,0,2,15,False,1,2,0.38,0.3939,0.54,0.0896,4,46,50
07-02-2011,1,0,2,16,False,1,2,0.36,0.3485,0.57,0.1343,16,98,114
07-02-2011,1,0,2,17,False,1,2,0.32,0.3182,0.7,0.1642,9,207,216
07-02-2011,1,0,2,18,False,1,2,0.34,0.3333,0.66,0.1343,5,170,175
07-02-2011,1,0,2,19,False,1,2,0.32,0.3485,0.7,0.0,5,123,128
07-02-2011,1,0,2,20,False,1,2,0.32,0.3333,0.7,0.1045,6,82,88
07-02-2011,1,0,2,21,False,1,1,0.32,0.3485,0.7,0.0,3,75,78
07-02-2011,1,0,2,22,False,1,1,0.28,0.303,0.81,0.0896,3,34,37
07-02-2011,1,0,2,23,False,1,2,0.3,0.3333,0.81,0.0,6,19,25
08-02-2011,1,0,2,0,False,2,2,0.28,0.3182,0.87,0.0,4,6,10
08-02-2011,1,0,2,1,False,2,2,0.28,0.3182,0.87,0.0,0,4,4
08-02-2011,1,0,2,2,False,2,2,0.26,0.2727,0.93,0.1045,1,1,2
08-02-2011,1,0,2,3,False,2,3,0.28,0.2727,0.93,0.1642,0,1,1
08-02-2011,1,0,2,4,False,2,1,0.26,0.2576,0.93,0.1642,0,3,3
08-02-2011,1,0,2,5,False,2,1,0.26,0.2273,0.81,0.3284,0,2,2
08-02-2011,1,0,2,6,False,2,1,0.26,0.2273,0.7,0.3284,0,39,39
08-02-2011,1,0,2,7,False,2,1,0.24,0.197,0.65,0.4179,3,97,100
08-02-2011,1,0,2,8,False,2,1,0.24,0.197,0.56,0.4925,7,236,243
08-02-2011,1,0,2,9,False,2,1,0.24,0.197,0.52,0.4925,7,128,135
08-02-2011,1,0,2,10,False,2,1,0.22,0.1818,0.47,0.5522,4,44,48
08-02-2011,1,0,2,11,False,2,1,0.22,0.1818,0.47,0.4627,1,49,50
08-02-2011,1,0,2,12,False,2,1,0.24,0.197,0.38,0.4925,2,63,65
08-02-2011,1,0,2,13,False,2,2,0.24,0.197,0.32,0.4478,2,48,50
08-02-2011,1,0,2,14,False,2,1,0.22,0.197,0.37,0.4179,3,61,64
08-02-2011,1,0,2,15,False,2,1,0.22,0.197,0.35,0.3881,6,45,51
08-02-2011,1,0,2,16,False,2,1,0.22,0.1818,0.35,0.5224,4,79,83
08-02-2011,1,0,2,17,False,2,1,0.22,0.1818,0.32,0.5821,4,172,176
08-02-2011,1,0,2,18,False,2,1,0.2,0.1818,0.32,0.3881,1,151,152
08-02-2011,1,0,2,19,False,2,1,0.16,0.1212,0.4,0.4627,1,100,101
08-02-2011,1,0,2,20,False,2,1,0.16,0.1364,0.4,0.3284,3,53,56
08-02-2011,1,0,2,21,False,2,1,0.14,0.1061,0.33,0.4627,8,46,54
08-02-2011,1,0,2,22,False,2,1,0.12,0.1061,0.33,0.3582,0,29,29
08-02-2011,1,0,2,23,False,2,1,0.12,0.1061,0.33,0.3284,3,9,12
09-02-2011,1,0,2,0,False,3,1,0.1,0.0758,0.36,0.3582,0,17,17
09-02-2011,1,0,2,1,False,3,1,0.1,0.1061,0.36,0.2239,0,7,7
09-02-2011,1,0,2,2,False,3,1,0.08,0.0758,0.38,0.2836,1,2,3
09-02-2011,1,0,2,3,False,3,1,0.06,0.0758,0.45,0.1343,0,2,2
09-02-2011,1,0,2,5,False,3,1,0.06,0.1061,0.45,0.1045,0,7,7
09-02-2011,1,0,2,6,False,3,1,0.06,0.1515,0.45,0.0,0,43,43
09-02-2011,1,0,2,7,False,3,1,0.06,0.1061,0.49,0.1045,4,95,99
09-02-2011,1,0,2,8,False,3,1,0.1,0.1364,0.42,0.0,1,198,199
09-02-2011,1,0,2,9,False,3,1,0.12,0.1364,0.39,0.1642,4,119,123
09-02-2011,1,0,2,10,False,3,1,0.14,0.1818,0.36,0.0,8,51,59
09-02-2011,1,0,2,11,False,3,2,0.14,0.1515,0.43,0.1642,1,40,41
09-02-2011,1,0,2,12,False,3,2,0.18,0.1818,0.4,0.2239,4,57,61
09-02-2011,1,0,2,13,False,3,1,0.18,0.1667,0.4,0.2537,2,67,69
09-02-2011,1,0,2,14,False,3,1,0.2,0.1818,0.34,0.2985,2,56,58
09-02-2011,1,0,2,15,False,3,2,0.2,0.1818,0.34,0.2836,3,61,64
09-02-2011,1,0,2,16,False,3,2,0.2,0.197,0.37,0.2537,7,72,79
09-02-2011,1,0,2,17,False,3,2,0.2,0.197,0.34,0.2537,9,157,166
09-02-2011,1,0,2,18,False,3,2,0.18,0.1667,0.47,0.2985,2,168,170
09-02-2011,1,0,2,19,False,3,3,0.14,0.1212,0.86,0.2537,1,87,88
09-02-2011,1,0,2,20,False,3,3,0.14,0.1515,0.86,0.1642,0,84,84
09-02-2011,1,0,2,21,False,3,2,0.14,0.1515,0.86,0.1642,0,83,83
09-02-2011,1,0,2,22,False,3,3,0.16,0.1667,0.8,0.1642,4,42,46
09-02-2011,1,0,2,23,False,3,3,0.16,0.1515,0.8,0.194,0,37,37
10-02-2011,1,0,2,0,False,4,3,0.14,0.1364,0.86,0.194,0,16,16
10-02-2011,1,0,2,1,False,4,3,0.14,0.1515,0.8,0.1343,0,7,7
10-02-2011,1,0,2,2,False,4,3,0.14,0.1515,0.8,0.1343,0,3,3
10-02-2011,1,0,2,4,False,4,2,0.14,0.1364,0.59,0.2239,0,1,1
10-02-2011,1,0,2,5,False,4,2,0.12,0.1212,0.5,0.2239,0,6,6
10-02-2011,1,0,2,6,False,4,2,0.12,0.1212,0.54,0.2836,0,26,26
10-02-2011,1,0,2,7,False,4,1,0.1,0.0758,0.5,0.4179,0,99,99
10-02-2011,1,0,2,8,False,4,1,0.1,0.0758,0.49,0.3284,5,173,178
10-02-2011,1,0,2,9,False,4,1,0.12,0.1061,0.42,0.3582,1,121,122
10-02-2011,1,0,2,10,False,4,1,0.12,0.1061,0.42,0.2985,1,34,35
10-02-2011,1,0,2,11,False,4,1,0.14,0.1212,0.39,0.3582,1,44,45
10-02-2011,1,0,2,12,False,4,1,0.16,0.1364,0.34,0.3881,4,65,69
10-02-2011,1,0,2,13,False,4,1,0.18,0.1667,0.29,0.2985,3,59,62
10-02-2011,1,0,2,14,False,4,1,0.2,0.1818,0.27,0.2836,6,42,48
10-02-2011,1,0,2,15,False,4,1,0.2,0.197,0.25,0.2537,0,50,50
10-02-2011,1,0,2,16,False,4,1,0.2,0.1818,0.27,0.2985,4,76,80
10-02-2011,1,0,2,17,False,4,1,0.18,0.1818,0.26,0.194,6,159,165
10-02-2011,1,0,2,18,False,4,1,0.16,0.1818,0.28,0.1343,3,157,160
10-02-2011,1,0,2,19,False,4,1,0.14,0.1667,0.28,0.1045,2,110,112
10-02-2011,1,0,2,20,False,4,1,0.14,0.1818,0.31,0.0896,4,93,97
10-02-2011,1,0,2,21,False,4,1,0.14,0.2121,0.39,0.0,2,70,72
10-02-2011,1,0,2,22,False,4,1,0.12,0.197,0.39,0.0,4,47,51
10-02-2011,1,0,2,23,False,4,1,0.12,0.1515,0.42,0.1045,1,33,34
11-02-2011,1,0,2,0,False,5,1,0.1,0.1364,0.49,0.1045,2,12,14
11-02-2011,1,0,2,1,False,5,1,0.1,0.1364,0.54,0.0896,1,6,7
11-02-2011,1,0,2,2,False,5,1,0.1,0.1364,0.54,0.0896,0,3,3
11-02-2011,1,0,2,5,False,5,1,0.08,0.1212,0.63,0.0896,0,4,4
11-02-2011,1,0,2,6,False,5,1,0.1,0.1818,0.68,0.0,1,23,24
11-02-2011,1,0,2,7,False,5,1,0.08,0.1667,0.73,0.0,1,73,74
11-02-2011,1,0,2,8,False,5,1,0.1,0.1212,0.74,0.1642,4,212,216
11-02-2011,1,0,2,9,False,5,1,0.12,0.1212,0.74,0.2239,8,132,140
11-02-2011,1,0,2,10,False,5,1,0.14,0.1364,0.69,0.194,5,39,44
11-02-2011,1,0,2,11,False,5,1,0.22,0.2273,0.47,0.1343,12,52,64
11-02-2011,1,0,2,12,False,5,1,0.22,0.2273,0.47,0.1343,7,64,71
11-02-2011,1,0,2,13,False,5,1,0.24,0.2273,0.35,0.194,21,89,110
11-02-2011,1,0,2,14,False,5,1,0.3,0.2879,0.26,0.2537,17,67,84
11-02-2011,1,0,2,15,False,5,1,0.32,0.3182,0.21,0.1642,12,62,74
11-02-2011,1,0,2,16,False,5,1,0.3,0.2879,0.28,0.194,14,111,125
11-02-2011,1,0,2,17,False,5,1,0.3,0.3333,0.24,0.0,18,193,211
11-02-2011,1,0,2,18,False,5,1,0.28,0.3182,0.28,0.0,9,165,174
11-02-2011,1,0,2,19,False,5,1,0.26,0.303,0.33,0.0,7,94,101
11-02-2011,1,0,2,20,False,5,1,0.22,0.2273,0.55,0.1343,2,61,63
11-02-2011,1,0,2,21,False,5,1,0.2,0.2121,0.59,0.1343,1,46,47
11-02-2011,1,0,2,22,False,5,1,0.2,0.2273,0.64,0.0896,2,41,43
11-02-2011,1,0,2,23,False,5,1,0.18,0.2424,0.69,0.0,5,48,53
12-02-2011,1,0,2,0,False,6,1,0.16,0.197,0.69,0.0896,3,27,30
12-02-2011,1,0,2,1,False,6,1,0.14,0.2121,0.86,0.0,2,22,24
12-02-2011,1,0,2,2,False,6,1,0.14,0.2121,0.8,0.0,2,13,15
12-02-2011,1,0,2,3,False,6,1,0.12,0.197,0.8,0.0,3,7,10
12-02-2011,1,0,2,4,False,6,1,0.12,0.1667,0.74,0.0896,0,4,4
12-02-2011,1,0,2,5,False,6,1,0.12,0.1667,0.74,0.0896,0,1,1
12-02-2011,1,0,2,6,False,6,1,0.12,0.1364,0.93,0.194,1,1,2
12-02-2011,1,0,2,7,False,6,1,0.12,0.1515,0.8,0.1045,2,9,11
12-02-2011,1,0,2,8,False,6,1,0.14,0.1515,0.86,0.1343,2,28,30
12-02-2011,1,0,2,9,False,6,1,0.16,0.1818,0.64,0.1343,5,38,43
12-02-2011,1,0,2,10,False,6,1,0.22,0.2121,0.41,0.2537,13,71,84
12-02-2011,1,0,2,11,False,6,1,0.3,0.2727,0.28,0.3284,30,84,114
12-02-2011,1,0,2,12,False,6,1,0.3,0.2727,0.39,0.4627,27,93,120
12-02-2011,1,0,2,13,False,6,1,0.3,0.2727,0.39,0.4179,32,103,135
12-02-2011,1,0,2,14,False,6,1,0.34,0.3182,0.31,0.2836,30,90,120
12-02-2011,1,0,2,15,False,6,1,0.34,0.303,0.29,0.4179,47,127,174
12-02-2011,1,0,2,16,False,6,1,0.34,0.303,0.29,0.4179,42,103,145
12-02-2011,1,0,2,17,False,6,1,0.32,0.2879,0.31,0.5224,24,113,137
12-02-2011,1,0,2,18,False,6,1,0.28,0.2576,0.38,0.3284,4,60,64
12-02-2011,1,0,2,19,False,6,1,0.28,0.2727,0.38,0.1642,2,39,41
12-02-2011,1,0,2,20,False,6,1,0.26,0.2576,0.41,0.2239,1,39,40
12-02-2011,1,0,2,21,False,6,1,0.26,0.303,0.41,0.0,9,42,51
12-02-2011,1,0,2,22,False,6,1,0.24,0.2576,0.44,0.0896,6,39,45
12-02-2011,1,0,2,23,False,6,1,0.22,0.2273,0.51,0.1343,1,31,32
13-02-2011,1,0,2,0,False,0,1,0.2,0.2273,0.64,0.1045,5,34,39
13-02-2011,1,0,2,1,False,0,1,0.2,0.2273,0.59,0.0896,1,23,24
13-02-2011,1,0,2,2,False,0,2,0.2,0.2273,0.75,0.0896,1,19,20
13-02-2011,1,0,2,3,False,0,2,0.2,0.2273,0.69,0.1045,4,8,12
13-02-2011,1,0,2,4,False,0,2,0.2,0.2121,0.69,0.1642,0,2,2
13-02-2011,1,0,2,6,False,0,2,0.2,0.2121,0.69,0.1343,2,3,5
13-02-2011,1,0,2,7,False,0,2,0.22,0.2727,0.55,0.0,0,3,3
13-02-2011,1,0,2,8,False,0,2,0.22,0.2273,0.64,0.194,1,11,12
13-02-2011,1,0,2,9,False,0,2,0.24,0.2273,0.6,0.2239,12,35,47
13-02-2011,1,0,2,10,False,0,1,0.3,0.2727,0.45,0.3284,19,86,105
13-02-2011,1,0,2,11,False,0,1,0.32,0.2879,0.39,0.4478,26,86,112
13-02-2011,1,0,2,12,False,0,1,0.36,0.3182,0.32,0.4627,58,94,152
13-02-2011,1,0,2,13,False,0,1,0.38,0.3939,0.29,0.3582,62,92,154
13-02-2011,1,0,2,14,False,0,2,0.4,0.4091,0.3,0.4179,51,110,161
13-02-2011,1,0,2,15,False,0,2,0.4,0.4091,0.3,0.2985,40,122,162
13-02-2011,1,0,2,16,False,0,2,0.42,0.4242,0.28,0.3284,28,106,134
13-02-2011,1,0,2,17,False,0,1,0.42,0.4242,0.28,0.3284,30,95,125
13-02-2011,1,0,2,18,False,0,1,0.4,0.4091,0.32,0.2985,17,78,95
13-02-2011,1,0,2,19,False,0,1,0.4,0.4091,0.35,0.2836,11,50,61
13-02-2011,1,0,2,20,False,0,1,0.4,0.4091,0.35,0.3284,15,32,47
13-02-2011,1,0,2,21,False,0,1,0.4,0.4091,0.35,0.3582,6,45,51
13-02-2011,1,0,2,22,False,0,1,0.4,0.4091,0.35,0.2985,5,31,36
13-02-2011,1,0,2,23,False,0,1,0.4,0.4091,0.35,0.3582,3,27,30
14-02-2011,1,0,2,0,False,1,1,0.38,0.3939,0.37,0.3582,3,8,11
14-02-2011,1,0,2,1,False,1,1,0.38,0.3939,0.37,0.3582,1,6,7
14-02-2011,1,0,2,2,False,1,1,0.36,0.3333,0.4,0.2985,0,2,2
14-02-2011,1,0,2,3,False,1,1,0.34,0.3182,0.46,0.2239,1,1,2
14-02-2011,1,0,2,4,False,1,1,0.32,0.303,0.53,0.2836,0,2,2
14-02-2011,1,0,2,5,False,1,1,0.32,0.303,0.53,0.2836,0,3,3
14-02-2011,1,0,2,6,False,1,1,0.34,0.303,0.46,0.2985,1,25,26
14-02-2011,1,0,2,7,False,1,1,0.34,0.303,0.46,0.2985,2,96,98
28-01-2011,1,0,1,16,False,5,1,0.22,0.2727,0.8,0.0,10,70,80
28-01-2011,1,0,1,17,False,5,1,0.24,0.2424,0.75,0.1343,2,147,149
28-01-2011,1,0,1,18,False,5,1,0.24,0.2273,0.75,0.194,2,107,109
28-01-2011,1,0,1,19,False,5,2,0.24,0.2424,0.75,0.1343,5,84,89
28-01-2011,1,0,1,20,False,5,2,0.24,0.2273,0.7,0.194,1,61,62
28-01-2011,1,0,1,21,False,5,2,0.22,0.2273,0.75,0.1343,1,57,58
28-01-2011,1,0,1,22,False,5,1,0.24,0.2121,0.65,0.3582,0,26,26
28-01-2011,1,0,1,23,False,5,1,0.24,0.2273,0.6,0.2239,1,22,23
29-01-2011,1,0,1,0,False,6,1,0.22,0.197,0.64,0.3582,2,26,28
